Ih;Nh;Rh;Sh;beta;gamma
2.0914868154275424364e-05;10000.000000000001819;9943.4808237891302269;56.51915529600312027;1.0600000000000000533;0.25
1.5811452727914501959e-05;10000.000000000001819;9943.4808290178480092;56.519155170701509405;1.0600000000000000533;0.25
1.1953316440657418585e-05;10000.000000000003638;9943.480832970712072;56.519155075974616409;1.0600000000000000533;0.25
9.0366000131247255559e-06;10000.000000000001819;9943.4808359590406326;56.519155004361934402;1.0600000000000000533;0.25
6.8315885555100909067e-06;10000.000000000003638;9943.480838218190911;56.519154950223388312;1.0600000000000000533;0.25
5.1646196715178238092e-06;10000.000000000001819;9943.4808399260873557;56.519154909295131972;1.0600000000000000533;0.25
3.9044061472001511385e-06;10000.000000000001819;9943.4808412172424141;56.519154878353738525;1.0600000000000000533;0.25
2.9516960263887231441e-06;10000.000000000001819;9943.4808421933430509;56.519154854962323498;1.0600000000000000533;0.25
2.2314557204603679493e-06;10000.000000000001819;9943.4808429312670341;56.519154837278620107;1.0600000000000000533;0.25
1.6869605094312624903e-06;10000.000000000001819;9943.4808434891310753;56.519154823909900642;1.0600000000000000533;0.25
1.2753270137881698116e-06;10000.000000000001819;9943.4808439108710445;56.519154813803268667;1.0600000000000000533;0.25
9.6413578326376235929e-07;10000.000000000001819;9943.4808442297035072;56.519154806162745786;1.0600000000000000533;0.25
7.2887800424419701619e-07;10000.000000000001819;9943.480844470737793;56.519154800386580462;1.0600000000000000533;0.25
5.510252334709101349e-07;10000.000000000001819;9943.4808446529568755;56.519154796019847709;1.0600000000000000533;0.25
4.1657013403269048249e-07;10000.000000000001819;9943.480844790712581;56.519154792718637736;1.0600000000000000533;0.25
3.1492328486458407034e-07;10000.000000000001819;9943.4808448948551813;56.519154790222955853;1.0600000000000000533;0.25
2.3807917862417461607e-07;10000.000000000001819;9943.4808449735864997;56.519154788336237516;1.0600000000000000533;0.25
1.7998572356667614133e-07;10000.000000000001819;9943.480845033105652;56.519154786909901134;1.0600000000000000533;0.25
1.3606759261779520638e-07;10000.000000000001819;9943.4808450781019928;56.519154785831602794;1.0600000000000000533;0.25
1.028658795481674706e-07;10000.000000000001819;9943.4808451121189137;56.51915478501641843;1.0600000000000000533;0.25
7.7765682273363254957e-08;10000.000000000001819;9943.4808451378357859;56.519154784400143399;1.0600000000000000533;0.25
5.8790158272154653635e-08;10000.000000000001819;9943.4808451572771446;56.519154783934247632;1.0600000000000000533;0.25
4.4444832329962516406e-08;10000.000000000001819;9943.480845171974579;56.519154783582031598;1.0600000000000000533;0.25
3.359989458939736361e-08;10000;9943.4808451830849663;56.519154783315762813;1.0600000000000000533;0.25
2.5401218932206153644e-08;10000;9943.4808451914850593;56.519154783114466056;1.0600000000000000533;0.25
1.9203093674152586184e-08;10000;9943.4808451978351513;56.519154782962289119;1.0600000000000000533;0.25
1.4517366573724640555e-08;10000;9943.4808452026354644;56.519154782847245144;1.0600000000000000533;0.25
1.0974998914865966209e-08;10000;9943.4808452062643482;56.519154782760267608;1.0600000000000000533;0.25
8.2970007383649279838e-09;9999.999999999998181;9943.4808452090073843;56.519154782694513983;1.0600000000000000533;0.25
6.2724581374838560145e-09;9999.999999999998181;9943.4808452110810322;56.519154782644804413;1.0600000000000000533;0.25
4.7419220905409435539e-09;9999.999999999998181;9943.480845212649001;56.519154782607223808;1.0600000000000000533;0.25
3.58485056733755618e-09;9999.999999999998181;9943.4808452138349821;56.51915478257881631;1.0600000000000000533;0.25
2.7101148742564702653e-09;10000;9943.4808452147317439;56.519154782557336603;1.0600000000000000533;0.25
2.0488225363103539568e-09;9999.999999999998181;9943.480845215408408;56.519154782541100701;1.0600000000000000533;0.25
