Ih;Nh;Rh;Sh;beta;gamma
1;10000;0;9999;1.0600000000000000533;0.25
1.8098939999999998918;10000;0.25;9997.9401060000000143;1.0600000000000000533;0.25
3.2755129518821286538;10000;0.70247349999999997294;9996.022013548117684;1.0600000000000000533;0.25
5.927297268615225434;10000;1.5213517379705321364;9992.5513509934135072;1.0600000000000000533;0.25
10.723728118360925876;10000;3.003176055124338717;9986.273095826514691;1.0600000000000000533;0.25
19.394344313877372343;10000.000000000001819;5.6841080847145697419;9974.9215476014087471;1.0600000000000000533;0.25
35.052206913206227057;10000.000000000001819;10.53269416318391194;9954.4150989236113674;1.0600000000000000533;0.25
63.275122266130615856;10000.000000000001819;19.295745891485466927;9917.4291318423856865;1.0600000000000000533;0.25
113.97415503319727748;10000;35.114526458018119115;9850.9113185087862803;1.0600000000000000533;0.25
204.49204142130179207;10000.000000000001819;63.608065216317442037;9731.8998933623824996;1.0600000000000000533;0.25
364.31921513272715174;10000.000000000001819;114.73107557164289005;9520.9497092956316919;1.0600000000000000533;0.25
640.91789344287292352;10000.000000000001819;205.8108793548246922;9153.2712272023036348;1.0600000000000000533;0.25
1102.5369232654293228;10000;366.04035271554289466;8531.4227240190284647;1.0600000000000000533;0.25
1823.9607999380430101;10000;641.67458353190022535;7534.3646165300569919;1.0600000000000000533;0.25
2824.6634855305837846;10000;1097.6647835164110347;6077.6717309530058628;1.0600000000000000533;0.25
3938.2396201871656558;10000;1803.8306548990569809;4257.9297249137780454;1.0600000000000000533;0.25
4731.1669546589509991;10000;2788.3905599458485085;2480.4424853952014018;1.0600000000000000533;0.25
4792.3262930966056956;10000;3971.1822986105862583;1236.4914082928085008;1.0600000000000000533;0.25
4222.3657702603204598;10000;5169.2638718847374548;608.37035785494276752;1.0600000000000000533;0.25
3439.0631182079005157;10000;6224.8553144498173424;336.08156734228316509;1.0600000000000000533;0.25
2701.8127452892986184;10000.000000000001819;7084.6210940017926987;213.56616070890999026;1.0600000000000000533;0.25
2087.5232311133527219;10000.000000000001819;7760.0742803241173533;152.40248856253143117;1.0600000000000000533;0.25
1599.3656592825141161;10000;8281.9550881024551927;118.67925261503165757;1.0600000000000000533;0.25
1219.6442656986760085;10000;8681.796502923083608;98.559231378241264565;1.0600000000000000533;0.25
927.47516262051397007;10000.000000000001819;8986.7075693477527238;85.817268031734315059;1.0600000000000000533;0.25
704.04327073546392057;10000;9218.5763600028803921;77.380369261655928881;1.0600000000000000533;0.25
533.80724064776154592;10000;9394.5871776867461449;71.605581665492337606;1.0600000000000000533;0.25
404.40712974998763229;10000;9528.0389878486857924;67.55388240132589317;1.0600000000000000533;0.25
306.20119011114189789;10000;9629.1407702861833968;64.658039602674719504;1.0600000000000000533;0.25
231.74951966307520479;10000;9705.6910678139684023;62.559412522955931024;1.0600000000000000533;0.25
175.34893981038192123;10000;9763.6284477297376725;61.022612459880413383;1.0600000000000000533;0.25
132.64593140011223227;10000;9807.4656826823338633;59.888385917554629145;1.0600000000000000533;0.25
100.32650732747302413;10000;9840.6271655323616869;59.046327140165786318;1.0600000000000000533;0.25
75.872815143488509193;10000;9865.7087923642302485;58.41839249228203812;1.0600000000000000533;0.25
57.374442354438322411;10000.000000000001819;9884.6769961501031503;57.948561495460090498;1.0600000000000000533;0.25
43.383257004339398577;10000.000000000001819;9899.0206067387134681;57.596136256949435506;1.0600000000000000533;0.25
32.802305799313927537;10000.000000000001819;9909.8664209897979163;57.331273210890060454;1.0600000000000000533;0.25
24.801072732792576403;10000.000000000001819;9918.0669974396259931;57.131929827582929704;1.0600000000000000533;0.25
18.750999463178413151;10000.000000000001819;9924.2672656228241976;56.981734913998948855;1.0600000000000000533;0.25
14.176506832346845499;10000.000000000001819;9928.9550154886183009;56.868477679035912331;1.0600000000000000533;0.25
10.717836938670508573;10000;9932.4991421967042697;56.783020864625541435;1.0600000000000000533;0.25
8.1028883668051729927;10000;9935.1786014313711348;56.718510201823249872;1.0600000000000000533;0.25
6.1258821532925473718;10000;9937.2043235230721621;56.669794323634583577;1.0600000000000000533;0.25
4.6312097780272694081;9999.999999999998181;9938.7357940613946994;56.63299616057672381;1.0600000000000000533;0.25
3.5012089377917030575;9999.999999999998181;9939.8935965059008595;56.605194556305470144;1.0600000000000000533;0.25
2.6469144843330107975;9999.999999999998181;9940.7688987403489591;56.584186775316233309;1.0600000000000000533;0.25
2.0010618546270952933;9999.999999999998181;9941.4306273614329257;56.568310783938898112;1.0600000000000000533;0.25
1.5127952399927069305;10000;9941.9308928250902682;56.556311934916514872;1.0600000000000000533;0.25
1.1436655906601187471;10000;9942.3090916350884072;56.547242774250925379;1.0600000000000000533;0.25
0.86460433339069631131;9999.999999999998181;9942.5950080327529577;56.540387633855317517;1.0600000000000000533;0.25
0.65363506684396321944;10000;9942.8111591161014076;56.535205817054375643;1.0600000000000000533;0.25
0.4941433597944987488;10000;9942.9745678828130622;56.531288757392850641;1.0600000000000000533;0.25
0.37356858330764375342;10000;9943.0981037227611523;56.528327693931082365;1.0600000000000000533;0.25
0.28241486145383021267;10000;9943.1914958685883903;56.52608926995798555;1.0600000000000000533;0.25
0.21350330970336106606;10000;9943.2620995839515672;56.524397106344999031;1.0600000000000000533;0.25
0.16140670573880713801;10000;9943.3154754113766103;56.523117882883710195;1.0600000000000000533;0.25
0.12202208959119498211;9999.999999999998181;9943.3558270878111216;56.522150822596621822;1.0600000000000000533;0.25
0.092247643994261802058;10000;9943.3863326102091378;56.521419745795753897;1.0600000000000000533;0.25
0.069738413583212949254;10000;9943.4093945212080143;56.520867065208236113;1.0600000000000000533;0.25
0.052721627801378088962;10000;9943.42682912460441;56.520449247594264364;1.0600000000000000533;0.25
0.039857084960403792173;10000;9943.4400095315540966;56.520133383484896683;1.0600000000000000533;0.25
0.030131602862676166998;9999.999999999998181;9943.4499738027934654;56.519894594342524385;1.0600000000000000533;0.25
0.022779223858889370569;9999.999999999998181;9943.4575067035093525;56.51971407263064151;1.0600000000000000533;0.25
0.017220890267412920782;9999.999999999998181;9943.4632015094739472;56.519577600257392191;1.0600000000000000533;0.25
0.013018839349604035757;9999.999999999998181;9943.4675067320404196;56.519474428608347694;1.0600000000000000533;0.25
0.0098421262157202971804;9999.999999999998181;9943.4707614418784942;56.519396431904830536;1.0600000000000000533;0.25
0.0074405593913220522545;9999.999999999998181;9943.4732219734323735;56.519337467175297718;1.0600000000000000533;0.25
0.0056249963051329052166;9999.999999999998181;9943.475082113280223;56.519292890413659336;1.0600000000000000533;0.25
0.0042524468350994730839;9999.999999999998181;9943.476488362355667;56.519259190807410675;1.0600000000000000533;0.25
0.0032148117116806256;9999.999999999998181;9943.4775514740649669;56.519233714222053777;1.0600000000000000533;0.25
0.0024303688453753170828;9999.999999999998181;9943.4783551769924088;56.519214454160440653;1.0600000000000000533;0.25
0.0018373370630567825365;9999.999999999998181;9943.4789627692043723;56.519199893731418172;1.0600000000000000533;0.25
0.0013890103482909279837;9999.999999999998181;9943.4794221034699149;56.519188886180423026;1.0600000000000000533;0.25
0.0010500793694716268906;10000;9943.479769356057659;56.519180564572167214;1.0600000000000000533;0.25
0.00079385058740569182031;10000;9943.4800318759007496;56.519174273511865181;1.0600000000000000533;0.25
0.00060014392520212035079;10000;9943.4802303385476989;56.519169517527217295;1.0600000000000000533;0.25
0.00045370342534339208867;10000;9943.480380374528977;56.519165922045772277;1.0600000000000000533;0.25
0.00034299572056024072494;10000;9943.4804938003853749;56.519163203894223102;1.0600000000000000533;0.25
0.00025930168851769021168;10000;9943.4805795493157348;56.519161148996126087;1.0600000000000000533;0.25
0.000196029750863738688;10000.000000000001819;9943.4806443747384037;56.519159595511652583;1.0600000000000000533;0.25
0.00014819673344590482888;10000.000000000001819;9943.4806933821764687;56.519158421091354683;1.0600000000000000533;0.25
0.00011203540127787104633;10000.000000000001819;9943.4807304313599161;56.519157533240161229;1.0600000000000000533;0.25
8.4697758486780401412e-05;10000;9943.4807584402096836;56.519156862032630784;1.0600000000000000533;0.25
6.4030745730249655039e-05;10000;9943.4807796146487817;56.51915635460576226;1.0600000000000000533;0.25
4.8406669453006820575e-05;10000;9943.4807956223357905;56.519155970995605287;1.0600000000000000533;0.25
3.6595007924445318074e-05;10000;9943.4808077240031707;56.519155680989769053;1.0600000000000000533;0.25
2.7665497752037039868e-05;10000.000000000001819;9943.480816872755895;56.519155461747963898;1.0600000000000000533;0.25
